Time(longsecs),Time(UTC),Temperature(&deg;C),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1507371677,2017-10-07 10:21:17.587,2.538031E1,-1.2092619E0,-1.2070312E0,-1.2171335E0,
1507371737,2017-10-07 10:22:17.584,2.5477081E1,-1.2097368E0,-1.2091627E0,-1.2183046E0,
1507371797,2017-10-07 10:23:17.584,2.5128937E1,-1.2004099E0,-1.1919918E0,-1.2022915E0,
1507371857,2017-10-07 10:24:17.584,2.5357178E1,-1.2187309E0,-1.2156305E0,-1.22435E0,
1507371917,2017-10-07 10:25:17.584,2.5330872E1,-1.2147369E0,-1.2152176E0,-1.2219391E0,
1507371977,2017-10-07 10:26:17.584,2.540976E1,-1.1918049E0,-1.1871157E0,-1.1981859E0,
1507372037,2017-10-07 10:27:17.584,2.5255157E1,-1.2133389E0,-1.2131042E0,-1.2156944E0,
1507372097,2017-10-07 10:28:17.584,2.5236237E1,-1.206399E0,-1.2007265E0,-1.2104778E0,
1507372157,2017-10-07 10:29:17.584,2.5061646E1,-1.1955404E0,-1.1932011E0,-1.203886E0,
1507372217,2017-10-07 10:30:17.584,2.5201508E1,-1.2131758E0,-1.2067013E0,-1.2158155E0,
1507372277,2017-10-07 10:31:17.584,2.5095276E1,-1.1937027E0,-1.1959944E0,-1.2049103E0,
1507372337,2017-10-07 10:32:17.584,2.5315094E1,-1.195034E0,-1.1912928E0,-1.2006855E0,
1507372397,2017-10-07 10:33:17.584,2.5460236E1,-1.2086935E0,-1.2090406E0,-1.2133951E0,
1507372457,2017-10-07 10:34:17.584,2.5184692E1,-1.2058649E0,-1.2015553E0,-1.2127686E0,
1507372517,2017-10-07 10:35:17.584,2.5343506E1,-1.1963787E0,-1.1929264E0,-1.1993723E0,
1507372577,2017-10-07 10:36:17.584,2.5328766E1,-1.1951351E0,-1.1903992E0,-1.196537E0,
1507372637,2017-10-07 10:37:17.587,2.5026917E1,-1.1955128E0,-1.1882086E0,-1.1982212E0,
1507372697,2017-10-07 10:38:17.584,2.5355072E1,-1.193718E0,-1.1912479E0,-1.2013206E0,
1507372757,2017-10-07 10:39:17.584,2.5327728E1,-1.1924572E0,-1.1841545E0,-1.1997108E0,
1507372817,2017-10-07 10:40:17.584,2.5271973E1,-1.2042847E0,-1.2002163E0,-1.2115593E0,
1507372877,2017-10-07 10:41:17.587,2.5134216E1,-1.2101421E0,-1.2048912E0,-1.2136154E0,
1507372937,2017-10-07 10:42:17.584,2.5198364E1,-1.2086134E0,-1.2012959E0,-1.2145872E0,
1507372997,2017-10-07 10:43:17.584,2.5174164E1,-1.2135172E0,-1.2076759E0,-1.2166948E0,
1507373057,2017-10-07 10:44:17.609,2.528775E1,-1.1892347E0,-1.1882992E0,-1.1979551E0,
1507373117,2017-10-07 10:45:17.584,2.5062683E1,-1.207057E0,-1.2010937E0,-1.2111797E0,
1507373177,2017-10-07 10:46:17.584,2.5379272E1,-1.1969299E0,-1.1980705E0,-1.2085295E0,
1507373237,2017-10-07 10:47:17.585,2.5421326E1,-1.1957664E0,-1.1871243E0,-1.1938534E0,
1507373297,2017-10-07 10:48:17.585,2.50932E1,-1.2063799E0,-1.2022896E0,-1.2100067E0,
1507373357,2017-10-07 10:49:17.585,2.5135254E1,-1.194417E0,-1.1898413E0,-1.2003841E0,
1507373417,2017-10-07 10:50:17.584,2.5174164E1,-1.2104168E0,-1.2016726E0,-1.2135468E0,
1507373477,2017-10-07 10:51:17.584,2.5203613E1,-1.2109156E0,-1.2077475E0,-1.2152948E0,
1507373537,2017-10-07 10:52:17.584,2.517627E1,-1.2113667E0,-1.208581E0,-1.2140398E0,
1507373597,2017-10-07 10:53:17.584,2.5184692E1,-1.2053471E0,-1.2013626E0,-1.2148905E0,
1507373657,2017-10-07 10:54:17.584,2.5275146E1,-1.2059059E0,-1.1995602E0,-1.2112999E0,
1507373717,2017-10-07 10:55:17.584,2.5225708E1,-1.2129297E0,-1.2016401E0,-1.2114439E0,
1507373777,2017-10-07 10:56:17.584,2.5300385E1,-1.1950922E0,-1.1922188E0,-1.2006159E0,
1507373837,2017-10-07 10:57:17.585,2.5228851E1,-1.2086239E0,-1.2024441E0,-1.2152586E0,
1507373897,2017-10-07 10:58:17.584,2.5133148E1,-1.2150631E0,-1.2091894E0,-1.2233591E0,
1507373957,2017-10-07 10:59:17.584,2.5148926E1,-1.2072439E0,-1.202179E0,-1.2108498E0,
1507374017,2017-10-07 11:00:17.584,2.5281464E1,-1.1972752E0,-1.1947784E0,-1.2018251E0,
1507374077,2017-10-07 11:01:17.584,2.5133148E1,-1.2107725E0,-1.1993866E0,-1.2088814E0,
1507374137,2017-10-07 11:02:17.584,2.505954E1,-1.1902943E0,-1.1854925E0,-1.1988249E0,
1507374197,2017-10-07 11:03:17.584,2.5201508E1,-1.2043533E0,-1.2031593E0,-1.2092915E0,
1507374257,2017-10-07 11:04:17.584,2.5118439E1,-1.2106676E0,-1.2054739E0,-1.2136536E0,
1507374317,2017-10-07 11:05:17.584,2.5245697E1,-1.2004824E0,-1.1989775E0,-1.2081347E0,
1507374377,2017-10-07 11:06:17.584,2.5267792E1,-1.1867666E0,-1.181921E0,-1.195199E0,
1507374437,2017-10-07 11:07:17.584,2.5227814E1,-1.191206E0,-1.1891193E0,-1.1969767E0,
1507374497,2017-10-07 11:08:17.584,2.5271973E1,-1.1998978E0,-1.1990137E0,-1.2068357E0,
1507374557,2017-10-07 11:09:17.584,2.5155243E1,-1.2065048E0,-1.2001314E0,-1.2101498E0,
1507374617,2017-10-07 11:10:17.584,2.5212036E1,-1.1943798E0,-1.1912165E0,-1.2006264E0,
1507374677,2017-10-07 11:11:17.584,2.5071106E1,-1.1874571E0,-1.1909628E0,-1.1932344E0,
1507374737,2017-10-07 11:12:17.584,2.5121582E1,-1.2100668E0,-1.2042294E0,-1.2108812E0,
1507374797,2017-10-07 11:13:17.609,2.5236237E1,-1.1963291E0,-1.1915932E0,-1.200676E0,
1507374857,2017-10-07 11:14:17.584,2.5206787E1,-1.1992865E0,-1.1933908E0,-1.2077513E0,
1507374917,2017-10-07 11:15:17.584,2.5099487E1,-1.2103214E0,-1.2085934E0,-1.2180271E0,
1507374977,2017-10-07 11:16:17.584,2.5104767E1,-1.2040539E0,-1.2001839E0,-1.2121439E0,
1507375037,2017-10-07 11:17:17.609,2.5140503E1,-1.2028484E0,-1.1996002E0,-1.2064648E0,
1507375097,2017-10-07 11:18:17.584,2.516156E1,-1.207367E0,-1.205245E0,-1.211791E0,
1507375157,2017-10-07 11:19:17.584,2.500064E1,-1.2076998E0,-1.2068701E0,-1.2176161E0,
1507375217,2017-10-07 11:20:17.584,2.526358E1,-1.1972036E0,-1.1968012E0,-1.2024212E0,
1507375277,2017-10-07 11:21:17.584,2.5261475E1,-1.1926394E0,-1.1898108E0,-1.1955061E0,
1507375337,2017-10-07 11:22:17.584,2.5210968E1,-1.1953564E0,-1.1921167E0,-1.2016745E0,
1507375397,2017-10-07 11:23:17.584,2.5284607E1,-1.1989479E0,-1.1926231E0,-1.2067518E0,
1507375457,2017-10-07 11:24:17.584,2.5155243E1,-1.1950502E0,-1.1900425E0,-1.1999998E0,
1507375517,2017-10-07 11:25:17.584,2.5177338E1,-1.2012682E0,-1.1943684E0,-1.1994953E0,
1507375577,2017-10-07 11:26:17.584,2.5296173E1,-1.2062998E0,-1.2001696E0,-1.2095156E0,
1507375637,2017-10-07 11:27:17.584,2.5172058E1,-1.2014666E0,-1.1973963E0,-1.2093191E0,
1507375697,2017-10-07 11:28:17.584,2.5183624E1,-1.2054634E0,-1.19837E0,-1.2067432E0,
1507375757,2017-10-07 11:29:17.584,2.5124725E1,-1.1975574E0,-1.1928539E0,-1.2030659E0,
1507375817,2017-10-07 11:30:17.584,2.5009033E1,-1.19351E0,-1.1894808E0,-1.1976795E0,
1507375877,2017-10-07 11:31:17.608,2.5153137E1,-1.1971807E0,-1.1941509E0,-1.2012434E0,
1507375937,2017-10-07 11:32:17.584,2.5076355E1,-1.2090054E0,-1.2011805E0,-1.209261E0,
1507375997,2017-10-07 11:33:17.594,2.5267792E1,-1.19559E0,-1.1938868E0,-1.2026472E0,
1507376057,2017-10-07 11:34:17.584,2.519101E1,-1.1919384E0,-1.185833E0,-1.1979847E0,
1507376117,2017-10-07 11:35:17.594,2.524884E1,-1.2090778E0,-1.2048082E0,-1.2149591E0,
1507376177,2017-10-07 11:36:17.584,2.5135254E1,-1.2035809E0,-1.1959238E0,-1.2051144E0,
1507376237,2017-10-07 11:37:17.584,2.5305634E1,-1.1990013E0,-1.1897793E0,-1.203186E0,
1507376297,2017-10-07 11:38:17.584,2.5218353E1,-1.1970968E0,-1.1966057E0,-1.205081E0,
1507376357,2017-10-07 11:39:17.584,2.5115265E1,-1.1923065E0,-1.1841545E0,-1.1952953E0,
1507376417,2017-10-07 11:40:17.584,2.5277252E1,-1.1930008E0,-1.1896152E0,-1.196125E0,
1507376477,2017-10-07 11:41:17.586,2.513211E1,-1.1971035E0,-1.1959944E0,-1.2026138E0,
1507376537,2017-10-07 11:42:17.586,2.507425E1,-1.2039242E0,-1.1988163E0,-1.2055683E0,
1507376597,2017-10-07 11:43:17.584,2.5007996E1,-1.2044725E0,-1.2048845E0,-1.211113E0,
1507376657,2017-10-07 11:44:17.584,2.5187836E1,-1.182169E0,-1.1782665E0,-1.1877403E0,
1507376717,2017-10-07 11:45:17.584,2.5201508E1,-1.2116947E0,-1.2035446E0,-1.213789E0,
1507376777,2017-10-07 11:46:17.584,2.520047E1,-1.2072496E0,-1.1989288E0,-1.2097149E0,
1507376837,2017-10-07 11:47:17.584,2.5325623E1,-1.1972942E0,-1.1966829E0,-1.2076311E0,
1507376897,2017-10-07 11:48:17.584,2.5145782E1,-1.2096119E0,-1.20821E0,-1.2111626E0,
1507376957,2017-10-07 11:49:17.584,2.5090027E1,-1.1875362E0,-1.1813221E0,-1.1962433E0,
1507377017,2017-10-07 11:50:17.587,2.5123688E1,-1.1874952E0,-1.1826677E0,-1.1942778E0,
1507377077,2017-10-07 11:51:17.584,2.5110016E1,-1.2062035E0,-1.2008038E0,-1.2105322E0,
1507377137,2017-10-07 11:52:17.584,2.532248E1,-1.2077961E0,-1.2026386E0,-1.2083149E0,
1507377197,2017-10-07 11:53:17.584,2.5249908E1,-1.2058535E0,-1.2025557E0,-1.2120285E0,
1507377257,2017-10-07 11:54:17.595,2.5076355E1,-1.1972837E0,-1.193222E0,-1.2045279E0,
1507377317,2017-10-07 11:55:17.585,2.5069E1,-1.2056532E0,-1.1994123E0,-1.2082529E0,
1507377377,2017-10-07 11:56:17.584,2.4935425E1,-1.2073021E0,-1.2081461E0,-1.2089443E0,
1507377437,2017-10-07 11:57:17.584,2.5431854E1,-1.1887703E0,-1.1872673E0,-1.1920786E0,
1507377497,2017-10-07 11:58:17.587,2.5111053E1,-1.1992102E0,-1.1903772E0,-1.2038088E0,
1507377557,2017-10-07 11:59:17.584,2.4959625E1,-1.1858835E0,-1.1800575E0,-1.1919165E0,
1507377617,2017-10-07 12:00:17.584,2.5060577E1,-1.1978798E0,-1.1994896E0,-1.2057114E0,
1507377677,2017-10-07 12:01:17.584,2.5221497E1,-1.187336E0,-1.1853762E0,-1.1944723E0,
1507377737,2017-10-07 12:02:17.584,2.5049011E1,-1.1984501E0,-1.1963778E0,-1.201518E0,
1507377797,2017-10-07 12:03:17.584,2.5021667E1,-1.2013159E0,-1.1968594E0,-1.2059288E0,
1507377857,2017-10-07 12:04:17.584,2.5062683E1,-1.2058296E0,-1.199832E0,-1.2079096E0,
1507377917,2017-10-07 12:05:17.595,2.5001678E1,-1.2106762E0,-1.208066E0,-1.2126417E0,
1507377977,2017-10-07 12:06:17.584,2.5141571E1,-1.1987715E0,-1.1992235E0,-1.2002993E0,
1507378037,2017-10-07 12:07:17.584,2.5202576E1,-1.1929998E0,-1.1918688E0,-1.2025986E0,
1507378097,2017-10-07 12:08:17.584,2.5126831E1,-1.1952982E0,-1.1968031E0,-1.2051458E0,
1507378157,2017-10-07 12:09:17.584,2.519101E1,-1.202735E0,-1.2055578E0,-1.2092991E0,
1507378217,2017-10-07 12:10:17.587,2.5069E1,-1.194252E0,-1.193016E0,-1.2015104E0,
1507378277,2017-10-07 12:11:17.584,2.50448E1,-1.2069483E0,-1.2060833E0,-1.2091379E0,
1507378337,2017-10-07 12:12:17.584,2.507425E1,-1.1996746E0,-1.1932373E0,-1.2053308E0,
1507378397,2017-10-07 12:13:17.584,2.5121582E1,-1.1879463E0,-1.1853666E0,-1.200388E0,
1507378457,2017-10-07 12:14:17.584,2.4873383E1,-1.1907158E0,-1.1885386E0,-1.1936703E0,
1507378517,2017-10-07 12:15:17.584,2.5235168E1,-1.2043133E0,-1.2013836E0,-1.2152863E0,
1507378577,2017-10-07 12:16:17.584,2.5094238E1,-1.2043381E0,-1.2007818E0,-1.2131739E0,
1507378637,2017-10-07 12:17:17.584,2.5284607E1,-1.1961346E0,-1.198062E0,-1.2070818E0,
1507378697,2017-10-07 12:18:17.584,2.4951202E1,-1.1966248E0,-1.1914091E0,-1.1984091E0,
1507378757,2017-10-07 12:19:17.584,2.4997467E1,-1.194726E0,-1.1930809E0,-1.2028313E0,
1507378817,2017-10-07 12:20:17.584,2.5006927E1,-1.1811056E0,-1.1826763E0,-1.1951141E0,
1507378877,2017-10-07 12:21:17.584,2.5037445E1,-1.2053118E0,-1.1966696E0,-1.2044506E0,
1507378937,2017-10-07 12:22:17.584,2.4993256E1,-1.221653E0,-1.2191553E0,-1.2086802E0,
1507378997,2017-10-07 12:23:17.585,2.5053223E1,-1.1881304E0,-1.1860008E0,-1.1945906E0,
1507379057,2017-10-07 12:24:17.584,2.4861786E1,-1.1968594E0,-1.1957312E0,-1.2107096E0,
1507379117,2017-10-07 12:25:17.584,2.5081604E1,-1.2223873E0,-1.2181711E0,-1.2090578E0,
1507379177,2017-10-07 12:26:17.584,2.4938568E1,-1.2264528E0,-1.223217E0,-1.204258E0,
1507379237,2017-10-07 12:27:17.584,2.490387E1,-1.1877899E0,-1.1850014E0,-1.187006E0,
1507379297,2017-10-07 12:28:17.584,2.5026917E1,-1.1863785E0,-1.185916E0,-1.19205E0,
1507379357,2017-10-07 12:29:17.584,2.4867065E1,-1.1980648E0,-1.1887388E0,-1.2052593E0,
1507379417,2017-10-07 12:30:17.584,2.5208893E1,-1.2100496E0,-1.200922E0,-1.21521E0,
1507379477,2017-10-07 12:31:17.584,2.4956451E1,-1.2042933E0,-1.2023525E0,-1.2141285E0,
1507379537,2017-10-07 12:32:17.584,2.5070038E1,-1.1938725E0,-1.1888199E0,-1.1991186E0,
1507379597,2017-10-07 12:33:17.584,2.5136322E1,-1.1917667E0,-1.1869783E0,-1.2039709E0,
1507379657,2017-10-07 12:34:17.584,2.5045868E1,-1.2057304E0,-1.202034E0,-1.214755E0,
1507379717,2017-10-07 12:35:17.584,2.5084778E1,-1.1910133E0,-1.1837521E0,-1.1928539E0,
1507379777,2017-10-07 12:36:17.584,2.5172058E1,-1.1983671E0,-1.1908875E0,-1.1983986E0,
1507379837,2017-10-07 12:37:17.586,2.510791E1,-1.1994658E0,-1.1952896E0,-1.2145262E0,
1507379897,2017-10-07 12:38:17.585,2.5001678E1,-1.2019176E0,-1.1988163E0,-1.2131653E0,
1507379957,2017-10-07 12:39:17.584,2.5065826E1,-1.1990843E0,-1.1925745E0,-1.1976376E0,
1507380017,2017-10-07 12:40:17.587,2.493753E1,-1.2073402E0,-1.199172E0,-1.2123194E0,
1507380077,2017-10-07 12:41:17.584,2.5067932E1,-1.2033424E0,-1.1993055E0,-1.2098064E0,
1507380137,2017-10-07 12:42:17.584,2.5032196E1,-1.196207E0,-1.1915007E0,-1.1929998E0,
1507380197,2017-10-07 12:43:17.584,2.5167847E1,-1.1946201E0,-1.1936665E0,-1.203516E0,
1507380257,2017-10-07 12:44:17.584,2.5153137E1,-1.188323E0,-1.1827698E0,-1.1924219E0,
1507380317,2017-10-07 12:45:17.584,2.5377167E1,-1.1982965E0,-1.1942911E0,-1.2030191E0,
1507380377,2017-10-07 12:46:17.584,2.5120544E1,-1.197712E0,-1.1951914E0,-1.2017002E0,
1507380437,2017-10-07 12:47:17.584,2.5061646E1,-1.1866589E0,-1.184413E0,-1.1924725E0,
1507380497,2017-10-07 12:48:17.584,2.4983795E1,-1.1885824E0,-1.1970654E0,-1.2059364E0,
1507380557,2017-10-07 12:49:17.584,2.5052155E1,-1.1973572E0,-1.1939983E0,-1.2051105E0,
1507380617,2017-10-07 12:50:17.594,2.5297241E1,-1.2041197E0,-1.2030935E0,-1.2153969E0,
1507380677,2017-10-07 12:51:17.584,2.492807E1,-1.1985607E0,-1.1925764E0,-1.2022276E0,
1507380737,2017-10-07 12:52:17.584,2.4843933E1,-1.1857157E0,-1.197135E0,-1.2039623E0,
1507380797,2017-10-07 12:53:17.584,2.5058472E1,-1.20607E0,-1.1981773E0,-1.2093801E0,
1507380857,2017-10-07 12:54:17.584,2.493753E1,-1.1933422E0,-1.1914988E0,-1.2016239E0,
1507380917,2017-10-07 12:55:17.584,2.512262E1,-1.203763E0,-1.1964426E0,-1.2075882E0,
1507380977,2017-10-07 12:56:17.584,2.4860748E1,-1.1979609E0,-1.1938763E0,-1.2028103E0,
1507381037,2017-10-07 12:57:17.584,2.5198364E1,-1.2023144E0,-1.1972294E0,-1.20467E0,
1507381097,2017-10-07 12:58:17.584,2.5133148E1,-1.2049017E0,-1.2010565E0,-1.2112808E0,
1507381157,2017-10-07 12:59:17.585,2.503009E1,-1.2045708E0,-1.2016935E0,-1.20508E0,
1507381217,2017-10-07 13:00:17.584,2.505426E1,-1.1895609E0,-1.1873331E0,-1.191371E0,
1507381277,2017-10-07 13:01:17.584,2.5225708E1,-1.2113485E0,-1.1985521E0,-1.2106924E0,
1507381337,2017-10-07 13:02:17.584,2.496698E1,-1.2027798E0,-1.1936226E0,-1.2056589E0,
1507381397,2017-10-07 13:03:17.584,2.5025879E1,-1.2008362E0,-1.1917067E0,-1.2018595E0,
1507381457,2017-10-07 13:04:17.584,2.488913E1,-1.1949673E0,-1.1882076E0,-1.1961136E0,
1507381517,2017-10-07 13:05:17.584,2.5119476E1,-1.1984415E0,-1.1958923E0,-1.202549E0,
1507381577,2017-10-07 13:06:17.584,2.503009E1,-1.198144E0,-1.1948891E0,-1.2077188E0,
1507381637,2017-10-07 13:07:17.584,2.5052155E1,-1.2009773E0,-1.1935349E0,-1.2018309E0,
1507381697,2017-10-07 13:08:17.584,2.5354034E1,-1.2007074E0,-1.1936522E0,-1.2018356E0,
1507381757,2017-10-07 13:09:17.584,2.5081604E1,-1.2020283E0,-1.2032337E0,-1.208127E0,
1507381817,2017-10-07 13:10:17.584,2.5167847E1,-1.1978664E0,-1.196147E0,-1.2049208E0,
1507381877,2017-10-07 13:11:17.587,2.5097382E1,-1.1864786E0,-1.1886253E0,-1.1944456E0,
1507381937,2017-10-07 13:12:17.584,2.5147888E1,-1.205163E0,-1.1964264E0,-1.2113829E0,
1507381997,2017-10-07 13:13:17.584,2.531195E1,-1.1924934E0,-1.183814E0,-1.195488E0,
1507382057,2017-10-07 13:14:17.585,2.516156E1,-1.2083445E0,-1.2042322E0,-1.2133064E0,
1507382117,2017-10-07 13:15:17.584,2.4860748E1,-1.2097378E0,-1.2039948E0,-1.2168198E0,
1507382177,2017-10-07 13:16:17.584,2.5124725E1,-1.1990137E0,-1.1938534E0,-1.1998978E0,
1507382237,2017-10-07 13:17:17.584,2.5032196E1,-1.2064972E0,-1.2038279E0,-1.2121487E0,
1507382297,2017-10-07 13:18:17.584,2.5151031E1,-1.2047119E0,-1.2027607E0,-1.2123461E0,
1507382357,2017-10-07 13:19:17.584,2.5057434E1,-1.2025814E0,-1.1991835E0,-1.2083883E0,
1507382417,2017-10-07 13:20:17.584,2.507846E1,-1.1875648E0,-1.1884747E0,-1.1942921E0,
1507382477,2017-10-07 13:21:17.584,2.4992218E1,-1.1912832E0,-1.1895275E0,-1.199914E0,
1507382537,2017-10-07 13:22:17.584,2.5163666E1,-1.1964083E0,-1.1934109E0,-1.1997967E0,
1507382597,2017-10-07 13:23:17.584,2.5138397E1,-1.1847162E0,-1.1863527E0,-1.1873055E0,
1507382657,2017-10-07 13:24:17.584,2.5118439E1,-1.1957998E0,-1.1922541E0,-1.2017641E0,
1507382717,2017-10-07 13:25:17.584,2.5178375E1,-1.2040873E0,-1.1990137E0,-1.2113581E0,
1507382777,2017-10-07 13:26:17.584,2.5337189E1,-1.2083044E0,-1.2017031E0,-1.212429E0,
1507382837,2017-10-07 13:27:17.584,2.5388733E1,-1.1981306E0,-1.1914864E0,-1.20607E0,
1507382897,2017-10-07 13:28:17.590,2.5011139E1,-1.1871376E0,-1.1846275E0,-1.1935873E0,
1507382957,2017-10-07 13:29:17.584,2.5001678E1,-1.2054987E0,-1.2039175E0,-1.2123165E0,
1507383017,2017-10-07 13:30:17.585,2.5169952E1,-1.1935177E0,-1.1897888E0,-1.2021742E0,
1507383077,2017-10-07 13:31:17.585,2.5110016E1,-1.1978817E0,-1.1907492E0,-1.203167E0,
1507383137,2017-10-07 13:32:17.586,2.498169E1,-1.1900549E0,-1.1813269E0,-1.1967154E0,
1507383197,2017-10-07 13:33:17.584,2.5277252E1,-1.2072077E0,-1.2011442E0,-1.2104912E0,
1507383257,2017-10-07 13:34:17.584,2.5103699E1,-1.1971226E0,-1.1918907E0,-1.2045183E0,
1507383317,2017-10-07 13:35:17.584,2.5027985E1,-1.204382E0,-1.2064943E0,-1.2100725E0,
1507383377,2017-10-07 13:36:17.584,2.4945953E1,-1.1917067E0,-1.1902266E0,-1.1965675E0,
1507383437,2017-10-07 13:37:17.584,2.5193115E1,-1.200304E0,-1.1936197E0,-1.2019215E0,
1507383497,2017-10-07 13:38:17.584,2.522467E1,-1.2010927E0,-1.1928539E0,-1.2099342E0,
1507383557,2017-10-07 13:39:17.584,2.5139465E1,-1.2027721E0,-1.2005548E0,-1.2066574E0,
1507383617,2017-10-07 13:40:17.584,2.5021667E1,-1.2039862E0,-1.2033463E0,-1.2094517E0,
1507383677,2017-10-07 13:41:17.584,2.5071106E1,-1.2035742E0,-1.2000408E0,-1.2070255E0,
1507383737,2017-10-07 13:42:17.584,2.5006927E1,-1.202033E0,-1.1931496E0,-1.2058916E0,
1507383797,2017-10-07 13:43:17.584,2.516681E1,-1.1992292E0,-1.1920614E0,-1.2055702E0,
1507383857,2017-10-07 13:44:17.584,2.5277252E1,-1.2013483E0,-1.1943636E0,-1.2016726E0,
1507383917,2017-10-07 13:45:17.584,2.4969086E1,-1.1847658E0,-1.1839085E0,-1.1912937E0,
1507383977,2017-10-07 13:46:17.584,2.5275146E1,-1.1873627E0,-1.1855555E0,-1.1926479E0,
1507384037,2017-10-07 13:47:17.584,2.5173126E1,-1.1931238E0,-1.189084E0,-1.2022896E0,
1507384097,2017-10-07 13:48:17.584,2.5097382E1,-1.196372E0,-1.1938953E0,-1.2021685E0,
1507384157,2017-10-07 13:49:17.584,2.5110016E1,-1.1978722E0,-1.1966534E0,-1.2010784E0,
1507384217,2017-10-07 13:50:17.584,2.5249908E1,-1.1838369E0,-1.182004E0,-1.1924305E0,
1507384277,2017-10-07 13:51:17.584,2.5260406E1,-1.2008476E0,-1.2005205E0,-1.2090082E0,
1507384337,2017-10-07 13:52:17.584,2.5001678E1,-1.1887531E0,-1.1831303E0,-1.192461E0,
1507384397,2017-10-07 13:53:17.584,2.5062683E1,-1.2106485E0,-1.200347E0,-1.2220211E0,
1507384457,2017-10-07 13:54:17.584,2.5180481E1,-1.1898499E0,-1.1835461E0,-1.1944618E0,
1507384517,2017-10-07 13:55:17.584,2.5135254E1,-1.1934137E0,-1.1888494E0,-1.1979198E0,
1507384577,2017-10-07 13:56:17.584,2.5010101E1,-1.1971369E0,-1.190444E0,-1.2054796E0,
1507384637,2017-10-07 13:57:17.584,2.5212036E1,-1.2021847E0,-1.2027483E0,-1.204916E0,
1507384697,2017-10-07 13:58:17.584,2.5069E1,-1.1912708E0,-1.1905155E0,-1.1972408E0,
1507384757,2017-10-07 13:59:17.584,2.4956451E1,-1.1924381E0,-1.1883364E0,-1.2011223E0,
1507384817,2017-10-07 14:00:17.584,2.5051117E1,-1.1974783E0,-1.1919708E0,-1.2010889E0,
1507384877,2017-10-07 14:01:17.584,2.5279358E1,-1.178752E0,-1.1793146E0,-1.1937675E0,
1507384937,2017-10-07 14:02:17.584,2.5116333E1,-1.2186832E0,-1.2086325E0,-1.2183714E0,
1507384997,2017-10-07 14:03:17.584,2.5067932E1,-1.1855984E0,-1.186636E0,-1.1920071E0,
1507385057,2017-10-07 14:04:17.584,2.5064789E1,-1.202714E0,-1.1978045E0,-1.2071552E0,
1507385117,2017-10-07 14:05:17.584,2.5301422E1,-1.2017288E0,-1.1957579E0,-1.2073221E0,
1507385177,2017-10-07 14:06:17.584,2.5160492E1,-1.2054634E0,-1.206996E0,-1.2141743E0,
1507385237,2017-10-07 14:07:17.584,2.5157349E1,-1.1955252E0,-1.1950474E0,-1.200695E0,
1507385297,2017-10-07 14:08:17.584,2.497644E1,-1.1945715E0,-1.1869669E0,-1.1958818E0,
1507385357,2017-10-07 14:09:17.584,2.5246735E1,-1.1982269E0,-1.1974487E0,-1.2078819E0,
1507385417,2017-10-07 14:10:17.585,2.5271973E1,-1.1973238E0,-1.1898537E0,-1.2010355E0,
1507385477,2017-10-07 14:11:17.584,2.514682E1,-1.1905756E0,-1.1856813E0,-1.1931648E0,
1507385537,2017-10-07 14:12:17.609,2.5196259E1,-1.1946592E0,-1.1884556E0,-1.1999588E0,
1507385597,2017-10-07 14:13:17.584,2.5086884E1,-1.1981306E0,-1.191905E0,-1.202549E0,
1507385657,2017-10-07 14:14:17.584,2.5105804E1,-1.1929331E0,-1.1903667E0,-1.2023563E0,
1507385717,2017-10-07 14:15:17.584,2.5183624E1,-1.1869287E0,-1.1884289E0,-1.1946459E0,
1507385777,2017-10-07 14:16:17.584,2.5163666E1,-1.2012272E0,-1.2017746E0,-1.2092886E0,
1507385837,2017-10-07 14:17:17.584,2.5221497E1,-1.1845636E0,-1.186286E0,-1.1969061E0,
1507385897,2017-10-07 14:18:17.584,2.5281464E1,-1.1893644E0,-1.186636E0,-1.195241E0,
1507385957,2017-10-07 14:19:17.584,2.503534E1,-1.2058954E0,-1.2040424E0,-1.2070103E0,
1507386017,2017-10-07 14:20:17.584,2.5004852E1,-1.2060986E0,-1.1993589E0,-1.2151155E0,
1507386077,2017-10-07 14:21:17.584,2.5256195E1,-1.1854839E0,-1.1838589E0,-1.1929607E0,
1507386137,2017-10-07 14:22:17.585,2.5203613E1,-1.194768E0,-1.1897984E0,-1.1966057E0,
1507386197,2017-10-07 14:23:17.584,2.5198364E1,-1.1999807E0,-1.1982498E0,-1.2080307E0,
1507386257,2017-10-07 14:24:17.584,2.5153137E1,-1.2011385E0,-1.2000523E0,-1.204709E0,
1507386317,2017-10-07 14:25:17.584,2.5216248E1,-1.1921167E0,-1.1945257E0,-1.2023048E0,
1507386377,2017-10-07 14:26:17.584,2.5259369E1,-1.2001486E0,-1.1935396E0,-1.204112E0,
1507386437,2017-10-07 14:27:17.584,2.5143677E1,-1.1995068E0,-1.1963873E0,-1.20576E0,
1507386497,2017-10-07 14:28:17.588,2.520047E1,-1.1969557E0,-1.1951752E0,-1.2028675E0,
1507386557,2017-10-07 14:29:17.584,2.5125793E1,-1.205718E0,-1.2005968E0,-1.2130966E0,
1507386617,2017-10-07 14:30:17.584,2.492279E1,-1.1877842E0,-1.1792603E0,-1.192069E0,
1507386677,2017-10-07 14:31:17.584,2.515628E1,-1.1996746E0,-1.198328E0,-1.2060003E0,
