Time(longsecs),Time(UTC),Temperature(&deg;C),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1507448057,2017-10-08 07:34:17.584,2.502481E1,-1.1935148E0,-1.1877489E0,-1.1934681E0,
1507448117,2017-10-08 07:35:17.584,2.503534E1,-1.1886024E0,-1.1859074E0,-1.1953096E0,
1507448177,2017-10-08 07:36:17.584,2.4969086E1,-1.1890593E0,-1.1805811E0,-1.1896458E0,
1507448237,2017-10-08 07:37:17.584,2.4951202E1,-1.1912174E0,-1.1830654E0,-1.1926689E0,
1507448297,2017-10-08 07:38:17.584,2.5123688E1,-1.1793289E0,-1.1751299E0,-1.1891136E0,
1507448357,2017-10-08 07:39:17.586,2.5105804E1,-1.196928E0,-1.1926861E0,-1.2035475E0,
1507448417,2017-10-08 07:40:17.586,2.5157349E1,-1.1858006E0,-1.1825037E0,-1.1934958E0,
1507448477,2017-10-08 07:41:17.584,2.5180481E1,-1.1998234E0,-1.2001648E0,-1.2084904E0,
1507448537,2017-10-08 07:42:17.585,2.5081604E1,-1.1861858E0,-1.1832561E0,-1.1952238E0,
1507448597,2017-10-08 07:43:17.585,2.5175232E1,-1.1880188E0,-1.1841202E0,-1.1928701E0,
1507448657,2017-10-08 07:44:17.584,2.5102661E1,-1.1983671E0,-1.1950235E0,-1.2008877E0,
1507448717,2017-10-08 07:45:17.587,2.5021667E1,-1.1906195E0,-1.1834211E0,-1.1942711E0,
1507448777,2017-10-08 07:46:17.584,2.5073212E1,-1.182272E0,-1.179224E0,-1.19104E0,
1507448837,2017-10-08 07:47:17.584,2.5004852E1,-1.1913328E0,-1.1854477E0,-1.1907301E0,
1507448897,2017-10-08 07:48:17.611,2.5017456E1,-1.1848192E0,-1.179946E0,-1.1870222E0,
1507448957,2017-10-08 07:49:17.584,2.5099487E1,-1.2039366E0,-1.2013445E0,-1.207406E0,
1507449017,2017-10-08 07:50:17.584,2.4932251E1,-1.190361E0,-1.1898756E0,-1.1975641E0,
1507449077,2017-10-08 07:51:17.585,2.508899E1,-1.1851864E0,-1.1819744E0,-1.1921568E0,
1507449137,2017-10-08 07:52:17.584,2.5245697E1,-1.1914387E0,-1.1838369E0,-1.196496E0,
1507449197,2017-10-08 07:53:17.584,2.519101E1,-1.193697E0,-1.1848583E0,-1.1962042E0,
1507449257,2017-10-08 07:54:17.584,2.5090027E1,-1.1963291E0,-1.1963415E0,-1.2006569E0,
1507449317,2017-10-08 07:55:17.584,2.502481E1,-1.1980534E0,-1.1966667E0,-1.2085047E0,
1507449377,2017-10-08 07:56:17.584,2.4972229E1,-1.1882563E0,-1.1831169E0,-1.195281E0,
1507449437,2017-10-08 07:57:17.584,2.488913E1,-1.1887426E0,-1.1894035E0,-1.1912203E0,
1507449497,2017-10-08 07:58:17.584,2.5164703E1,-1.1792469E0,-1.1814518E0,-1.1874571E0,
1507449557,2017-10-08 07:59:17.584,2.5081604E1,-1.1857309E0,-1.1803169E0,-1.1868782E0,
1507449617,2017-10-08 08:00:17.584,2.5119476E1,-1.1810141E0,-1.1817818E0,-1.1886597E0,
1507449677,2017-10-08 08:01:17.584,2.5182587E1,-1.2002258E0,-1.1970196E0,-1.205389E0,
1507449737,2017-10-08 08:02:17.584,2.5014313E1,-1.190074E0,-1.1902561E0,-1.1978855E0,
1507449797,2017-10-08 08:03:17.584,2.4975403E1,-1.1810474E0,-1.1767578E0,-1.1817217E0,
1507449857,2017-10-08 08:04:17.584,2.513211E1,-1.1896334E0,-1.182065E0,-1.1929998E0,
1507449917,2017-10-08 08:05:17.584,2.4992218E1,-1.1927443E0,-1.1895876E0,-1.1974297E0,
1507449977,2017-10-08 08:06:17.584,2.515628E1,-1.2032423E0,-1.1958704E0,-1.20924E0,
1507450037,2017-10-08 08:07:17.609,2.4842865E1,-1.1954651E0,-1.1903296E0,-1.2010422E0,
1507450097,2017-10-08 08:08:17.584,2.5029022E1,-1.1940498E0,-1.1860476E0,-1.1973839E0,
1507450157,2017-10-08 08:09:17.609,2.4999573E1,-1.1804171E0,-1.1825294E0,-1.1874237E0,
1507450217,2017-10-08 08:10:17.584,2.4986969E1,-1.1881275E0,-1.1878262E0,-1.1946421E0,
1507450277,2017-10-08 08:11:17.584,2.5062683E1,-1.1949053E0,-1.1901512E0,-1.1995268E0,
1507450337,2017-10-08 08:12:17.609,2.5223602E1,-1.1932974E0,-1.1862879E0,-1.2030716E0,
1507450397,2017-10-08 08:13:17.584,2.5025879E1,-1.1944361E0,-1.1897507E0,-1.2021875E0,
1507450457,2017-10-08 08:14:17.584,2.5014313E1,-1.1929741E0,-1.1897879E0,-1.2000217E0,
1507450517,2017-10-08 08:15:17.584,2.4890198E1,-1.1855202E0,-1.1868048E0,-1.2014036E0,
1507450577,2017-10-08 08:16:17.584,2.4888092E1,-1.1859741E0,-1.1819992E0,-1.1910524E0,
1507450637,2017-10-08 08:17:17.584,2.5064789E1,-1.1923046E0,-1.1909275E0,-1.2009125E0,
1507450697,2017-10-08 08:18:17.606,2.5094238E1,-1.1950293E0,-1.1939964E0,-1.2032938E0,
1507450757,2017-10-08 08:19:17.584,2.511316E1,-1.1933794E0,-1.1930332E0,-1.1955137E0,
1507450817,2017-10-08 08:20:17.584,2.5220459E1,-1.1849251E0,-1.1778469E0,-1.1842937E0,
1507450877,2017-10-08 08:21:17.605,2.5134216E1,-1.1887131E0,-1.1874161E0,-1.1947317E0,
1507450937,2017-10-08 08:22:17.584,2.5160492E1,-1.1873884E0,-1.1867485E0,-1.1935844E0,
1507450997,2017-10-08 08:23:17.612,2.5012207E1,-1.1949997E0,-1.190484E0,-1.202568E0,
1507451057,2017-10-08 08:24:17.584,2.4798706E1,-1.1906662E0,-1.1860809E0,-1.197154E0,
1507451117,2017-10-08 08:25:17.584,2.4953308E1,-1.1930618E0,-1.1885328E0,-1.1975803E0,
1507451177,2017-10-08 08:26:17.584,2.5061646E1,-1.1746368E0,-1.171895E0,-1.1857243E0,
1507451237,2017-10-08 08:27:17.584,2.4969086E1,-1.1810884E0,-1.1773891E0,-1.1853275E0,
1507451297,2017-10-08 08:28:17.584,2.4916504E1,-1.1904106E0,-1.1831512E0,-1.1912174E0,
1507451357,2017-10-08 08:29:17.584,2.522992E1,-1.185482E0,-1.1892052E0,-1.1949987E0,
1507451417,2017-10-08 08:30:17.584,2.5021667E1,-1.182992E0,-1.1825876E0,-1.1892157E0,
1507451477,2017-10-08 08:31:17.585,2.4823944E1,-1.1972857E0,-1.1989069E0,-1.2037115E0,
1507451537,2017-10-08 08:32:17.586,2.467984E1,-1.1901197E0,-1.1871414E0,-1.1901684E0,
1507451597,2017-10-08 08:33:17.586,2.482077E1,-1.1915092E0,-1.1841135E0,-1.196044E0,
1507451657,2017-10-08 08:34:17.584,2.4962769E1,-1.1981134E0,-1.196785E0,-1.2021017E0,
1507451717,2017-10-08 08:35:17.584,2.489862E1,-1.1897831E0,-1.1898794E0,-1.1961174E0,
1507451777,2017-10-08 08:36:17.584,2.4877563E1,-1.1826687E0,-1.1826401E0,-1.191618E0,
1507451837,2017-10-08 08:37:17.594,2.4953308E1,-1.2139492E0,-1.210803E0,-1.2199774E0,
1507451897,2017-10-08 08:38:17.584,2.4990112E1,-1.185833E0,-1.1776581E0,-1.1934767E0,
1507451957,2017-10-08 08:39:17.584,2.4905975E1,-1.1860619E0,-1.184269E0,-1.1897345E0,
1507452017,2017-10-08 08:40:17.584,2.4920685E1,-1.1837139E0,-1.1851349E0,-1.1918163E0,
1507452077,2017-10-08 08:41:17.584,2.5061646E1,-1.204937E0,-1.1993694E0,-1.2058077E0,
1507452137,2017-10-08 08:42:17.584,2.4901764E1,-1.0709181E0,-1.0677929E0,-1.0741854E0,
1507452197,2017-10-08 08:43:17.584,2.5058472E1,-1.1904497E0,-1.1881895E0,-1.1972446E0,
1507452257,2017-10-08 08:44:17.584,2.4854431E1,-1.1855745E0,-1.1818476E0,-1.191061E0,
1507452317,2017-10-08 08:45:17.584,2.4798706E1,-1.1935253E0,-1.1922235E0,-1.2020092E0,
1507452377,2017-10-08 08:46:17.584,2.4803955E1,-1.1894083E0,-1.1853352E0,-1.1929417E0,
1507452437,2017-10-08 08:47:17.585,2.485968E1,-1.1858969E0,-1.1843967E0,-1.1935844E0,
1507452497,2017-10-08 08:48:17.584,2.4912292E1,-1.1897688E0,-1.1867714E0,-1.197712E0,
1507452557,2017-10-08 08:49:17.584,2.4816559E1,-1.1847763E0,-1.1837473E0,-1.1939554E0,
1507452617,2017-10-08 08:50:17.584,2.485022E1,-1.1862631E0,-1.1799068E0,-1.1981449E0,
1507452677,2017-10-08 08:51:17.584,2.4839722E1,-1.1785631E0,-1.1724072E0,-1.1804132E0,
1507452737,2017-10-08 08:52:17.584,2.4853394E1,-1.1860762E0,-1.1846914E0,-1.1918993E0,
1507452797,2017-10-08 08:53:17.584,2.4799744E1,-1.189846E0,-1.1860924E0,-1.1963482E0,
1507452857,2017-10-08 08:54:17.584,2.4862854E1,-1.1881208E0,-1.1843386E0,-1.1954737E0,
1507452917,2017-10-08 08:55:17.584,2.4823944E1,-1.1862984E0,-1.1813107E0,-1.189414E0,
1507452977,2017-10-08 08:56:17.590,2.5094238E1,-1.1853275E0,-1.1822786E0,-1.1917362E0,
1507453037,2017-10-08 08:57:17.584,2.4921753E1,-1.1853628E0,-1.1796026E0,-1.1931515E0,
1507453097,2017-10-08 08:58:17.584,2.4857605E1,-1.1750355E0,-1.173665E0,-1.1859713E0,
1507453157,2017-10-08 08:59:17.584,2.487967E1,-1.1798086E0,-1.1793413E0,-1.1869068E0,
1507453217,2017-10-08 09:00:17.594,2.4727173E1,-1.1948032E0,-1.1899309E0,-1.2007093E0,
1507453277,2017-10-08 09:01:17.584,2.469458E1,-1.1912737E0,-1.1857071E0,-1.1976309E0,
1507453337,2017-10-08 09:02:17.584,2.4885986E1,-1.194005E0,-1.1934347E0,-1.2014389E0,
1507453397,2017-10-08 09:03:17.584,2.4853394E1,-1.1877928E0,-1.180192E0,-1.1952238E0,
1507453457,2017-10-08 09:04:17.584,2.4837616E1,-1.1771002E0,-1.1781073E0,-1.1839142E0,
1507453517,2017-10-08 09:05:17.584,2.4731384E1,-1.1859045E0,-1.1831713E0,-1.193263E0,
1507453577,2017-10-08 09:06:17.584,2.4770294E1,-1.1956558E0,-1.1929035E0,-1.1997404E0,
1507453637,2017-10-08 09:07:17.584,2.4823944E1,-1.1962519E0,-1.1911554E0,-1.2010212E0,
1507453697,2017-10-08 09:08:17.584,2.4997467E1,-1.179327E0,-1.1798162E0,-1.182395E0,
1507453757,2017-10-08 09:09:17.584,2.4972229E1,-1.1855383E0,-1.1805038E0,-1.1897659E0,
1507453817,2017-10-08 09:10:17.584,2.4792389E1,-1.1785526E0,-1.1719198E0,-1.1818199E0,
1507453877,2017-10-08 09:11:17.584,2.5070038E1,-1.1956072E0,-1.1920176E0,-1.2042494E0,
1507453937,2017-10-08 09:12:17.609,2.5063751E1,-1.1798048E0,-1.1770802E0,-1.1850615E0,
1507453997,2017-10-08 09:13:17.584,2.4821838E1,-1.1870451E0,-1.1797867E0,-1.1922798E0,
1507454057,2017-10-08 09:14:17.606,2.4907013E1,-1.1929722E0,-1.1887035E0,-1.2048244E0,
1507454117,2017-10-08 09:15:17.584,2.4659851E1,-1.1957312E0,-1.1920424E0,-1.197339E0,
1507454177,2017-10-08 09:16:17.584,2.4800781E1,-1.1942663E0,-1.188242E0,-1.2011251E0,
1507454237,2017-10-08 09:17:17.584,2.5043762E1,-1.1940823E0,-1.1912832E0,-1.1981611E0,
1507454297,2017-10-08 09:18:17.584,2.4701935E1,-1.1947384E0,-1.1893158E0,-1.1977978E0,
1507454357,2017-10-08 09:19:17.585,2.4949097E1,-1.1869488E0,-1.1817703E0,-1.1912584E0,
1507454417,2017-10-08 09:20:17.584,2.512262E1,-1.1903534E0,-1.1878929E0,-1.1934576E0,
1507454477,2017-10-08 09:21:17.584,2.4745056E1,-1.1948471E0,-1.1938057E0,-1.207758E0,
1507454537,2017-10-08 09:22:17.584,2.486496E1,-1.1867132E0,-1.1824265E0,-1.1972361E0,
1507454597,2017-10-08 09:23:17.584,2.4858643E1,-1.185647E0,-1.1812363E0,-1.1945562E0,
1507454657,2017-10-08 09:24:17.584,2.4714539E1,-1.1878576E0,-1.1845446E0,-1.1924915E0,
1507454717,2017-10-08 09:25:17.587,2.4481049E1,-1.1877232E0,-1.1809444E0,-1.191616E0,
1507454777,2017-10-08 09:26:17.584,2.4705078E1,-1.1925573E0,-1.1881151E0,-1.2081175E0,
1507454837,2017-10-08 09:27:17.586,2.4680908E1,-1.1764746E0,-1.1725397E0,-1.1854534E0,
1507454897,2017-10-08 09:28:17.586,2.4747162E1,-1.1921034E0,-1.1896334E0,-1.1982021E0,
1507454957,2017-10-08 09:29:17.584,2.4625153E1,-1.1893816E0,-1.1892624E0,-1.1888475E0,
1507455017,2017-10-08 09:30:17.584,2.475766E1,-1.1923428E0,-1.1895714E0,-1.191267E0,
1507455077,2017-10-08 09:31:17.584,2.4741882E1,-1.183816E0,-1.1826372E0,-1.2004347E0,
1507455137,2017-10-08 09:32:17.585,2.4832336E1,-1.2320242E0,-1.2286196E0,-1.1915779E0,
1507455197,2017-10-08 09:33:17.584,2.4818665E1,-1.1867218E0,-1.177948E0,-1.1876087E0,
1507455257,2017-10-08 09:34:17.584,2.4707184E1,-1.1815748E0,-1.1809864E0,-1.1841259E0,
1507455317,2017-10-08 09:35:17.584,2.4834442E1,-1.1855612E0,-1.1835928E0,-1.1818609E0,
1507455377,2017-10-08 09:36:17.584,2.4610413E1,-1.1931667E0,-1.1982985E0,-1.1966887E0,
1507455437,2017-10-08 09:37:17.584,2.50206E1,-1.1818533E0,-1.1744785E0,-1.1842003E0,
1507455497,2017-10-08 09:38:17.584,2.472403E1,-1.1821232E0,-1.1769123E0,-1.1834774E0,
1507455557,2017-10-08 09:39:17.584,2.4927002E1,-1.1849909E0,-1.1810713E0,-1.1850405E0,
1507455617,2017-10-08 09:40:17.584,2.4593597E1,-1.1840525E0,-1.1821051E0,-1.1854944E0,
1507455677,2017-10-08 09:41:17.584,2.4798706E1,-1.1805706E0,-1.1720047E0,-1.1878891E0,
1507455737,2017-10-08 09:42:17.584,2.4950134E1,-1.1994467E0,-1.1942949E0,-1.203702E0,
1507455797,2017-10-08 09:43:17.584,2.4814484E1,-1.1865435E0,-1.187624E0,-1.190361E0,
1507455857,2017-10-08 09:44:17.584,2.4686157E1,-1.185792E0,-1.1848068E0,-1.1931458E0,
1507455917,2017-10-08 09:45:17.584,2.4741882E1,-1.1799116E0,-1.1741266E0,-1.1895838E0,
1507455977,2017-10-08 09:46:17.595,2.469983E1,-1.1802139E0,-1.1802874E0,-1.1961937E0,
1507456037,2017-10-08 09:47:17.584,2.4893341E1,-1.1963501E0,-1.1980143E0,-1.201086E0,
1507456097,2017-10-08 09:48:17.587,2.460727E1,-1.1951246E0,-1.1859598E0,-1.1871653E0,
1507456157,2017-10-08 09:49:17.584,2.4766083E1,-1.1955595E0,-1.191618E0,-1.2064819E0,
1507456217,2017-10-08 09:50:17.584,2.4834442E1,-1.17939E0,-1.1754198E0,-1.1839619E0,
1507456277,2017-10-08 09:51:17.584,2.4750305E1,-1.1900425E0,-1.1840324E0,-1.1889296E0,
1507456337,2017-10-08 09:52:17.584,2.4738739E1,-1.1874313E0,-1.178668E0,-1.1881781E0,
1507456397,2017-10-08 09:53:17.584,2.4836548E1,-1.1968536E0,-1.1961575E0,-1.2068176E0,
1507456457,2017-10-08 09:54:17.584,2.4585175E1,-1.1846466E0,-1.1903038E0,-1.1988783E0,
1507456517,2017-10-08 09:55:17.584,2.474295E1,-1.1797466E0,-1.1848688E0,-1.189745E0,
1507456577,2017-10-08 09:56:17.584,2.4843933E1,-1.1884899E0,-1.1818151E0,-1.1910133E0,
1507456637,2017-10-08 09:57:17.584,2.4809204E1,-1.177433E0,-1.1734419E0,-1.1776991E0,
1507456697,2017-10-08 09:58:17.584,2.4726135E1,-1.1870279E0,-1.1802187E0,-1.1902866E0,
1507456757,2017-10-08 09:59:17.584,2.4664062E1,-1.1784983E0,-1.1851263E0,-1.1958666E0,
1507456817,2017-10-08 10:00:17.584,2.467038E1,-1.1762257E0,-1.17171E0,-1.178792E0,
1507456877,2017-10-08 10:01:17.584,2.4869171E1,-1.1553249E0,-1.1741333E0,-1.1853504E0,
1507456937,2017-10-08 10:02:17.584,2.4738739E1,-1.1790295E0,-1.1747675E0,-1.1840773E0,
1507456997,2017-10-08 10:03:17.584,2.4566254E1,-1.1762714E0,-1.1730947E0,-1.1815586E0,
1507457057,2017-10-08 10:04:17.584,2.455783E1,-1.1854887E0,-1.1751919E0,-1.1835356E0,
1507457117,2017-10-08 10:05:17.584,2.4900726E1,-1.1811981E0,-1.182375E0,-1.1928577E0,
1507457177,2017-10-08 10:06:17.584,2.470929E1,-1.1878538E0,-1.1807795E0,-1.194046E0,
1507457237,2017-10-08 10:07:17.584,2.4714539E1,-1.1790476E0,-1.1860533E0,-1.1955271E0,
1507457297,2017-10-08 10:08:17.587,2.4786072E1,-1.1873388E0,-1.18114E0,-1.1866875E0,
1507457357,2017-10-08 10:09:17.584,2.4708252E1,-1.1838207E0,-1.1785069E0,-1.1905365E0,
1507457417,2017-10-08 10:10:17.584,2.471875E1,-1.1932049E0,-1.190402E0,-1.19802E0,
1507457477,2017-10-08 10:11:17.607,2.4486328E1,-1.1917534E0,-1.1857433E0,-1.1932926E0,
1507457537,2017-10-08 10:12:17.584,2.4710358E1,-1.1842747E0,-1.1830063E0,-1.1907768E0,
1507457597,2017-10-08 10:13:17.605,2.451471E1,-1.1932545E0,-1.1872473E0,-1.2014666E0,
1507457657,2017-10-08 10:14:17.584,2.4618835E1,-1.1917477E0,-1.181571E0,-1.1899061E0,
1507457717,2017-10-08 10:15:17.584,2.4566254E1,-1.1849461E0,-1.1825333E0,-1.1891441E0,
1507457777,2017-10-08 10:16:17.584,2.4498932E1,-1.1755524E0,-1.1769915E0,-1.1918564E0,
1507457837,2017-10-08 10:17:17.584,2.4680908E1,-1.1806059E0,-1.173934E0,-1.1860619E0,
1507457897,2017-10-08 10:18:17.584,2.4648285E1,-1.186801E0,-1.1822071E0,-1.1899395E0,
1507457957,2017-10-08 10:19:17.584,2.4588348E1,-1.1698923E0,-1.1621771E0,-1.1744881E0,
1507458017,2017-10-08 10:20:17.585,2.4798706E1,-1.1757011E0,-1.1733179E0,-1.1792822E0,
1507458077,2017-10-08 10:21:17.584,2.461673E1,-1.1847315E0,-1.166976E0,-1.1775122E0,
1507458137,2017-10-08 10:22:17.609,2.455362E1,-1.1915092E0,-1.1842937E0,-1.1941786E0,
1507458197,2017-10-08 10:23:17.584,2.4661957E1,-1.1954031E0,-1.1911011E0,-1.1970844E0,
1507458257,2017-10-08 10:24:17.586,2.4510498E1,-1.1906881E0,-1.1911621E0,-1.1983404E0,
1507458317,2017-10-08 10:25:17.586,2.4599915E1,-1.1940327E0,-1.1873169E0,-1.1976671E0,
1507458377,2017-10-08 10:26:17.584,2.4527344E1,-1.1893263E0,-1.1812592E0,-1.1931543E0,
1507458437,2017-10-08 10:27:17.609,2.4375885E1,-1.2050228E0,-1.1981726E0,-1.2049036E0,
1507458497,2017-10-08 10:28:17.584,2.4573608E1,-1.1895103E0,-1.1802082E0,-1.1935453E0,
1507458557,2017-10-08 10:29:17.584,2.4358002E1,-1.1912451E0,-1.1878948E0,-1.193902E0,
1507458617,2017-10-08 10:30:17.584,2.4599915E1,-1.1821909E0,-1.1769485E0,-1.1846218E0,
1507458677,2017-10-08 10:31:17.584,2.4713501E1,-1.1752338E0,-1.175952E0,-1.1813297E0,
1507458737,2017-10-08 10:32:17.584,2.4815521E1,-1.1799545E0,-1.1702843E0,-1.180932E0,
1507458797,2017-10-08 10:33:17.584,2.4536804E1,-1.1798E0,-1.1747465E0,-1.1827831E0,
1507458857,2017-10-08 10:34:17.584,2.4798706E1,-1.1954718E0,-1.1901932E0,-1.2016401E0,
1507458917,2017-10-08 10:35:17.584,2.4447418E1,-1.1802244E0,-1.1740389E0,-1.1826429E0,
1507458977,2017-10-08 10:36:17.584,2.4639862E1,-1.1771545E0,-1.1751299E0,-1.1826258E0,
1507459037,2017-10-08 10:37:17.584,2.4534698E1,-1.235508E0,-1.2300444E0,-1.242507E0,
1507459097,2017-10-08 10:38:17.584,2.459256E1,-1.1892729E0,-1.1833487E0,-1.1917086E0,
1507459157,2017-10-08 10:39:17.584,2.455362E1,-1.1817379E0,-1.1738825E0,-1.1840849E0,
1507459217,2017-10-08 10:40:17.584,2.4664062E1,-1.1784067E0,-1.1745768E0,-1.1810465E0,
1507459277,2017-10-08 10:41:17.589,2.4741882E1,-1.1819534E0,-1.1814871E0,-1.1878948E0,
1507459337,2017-10-08 10:42:17.584,2.4591492E1,-1.1805916E0,-1.1747084E0,-1.1835508E0,
1507459397,2017-10-08 10:43:17.584,2.4743988E1,-1.1861477E0,-1.1805038E0,-1.193903E0,
1507459457,2017-10-08 10:44:17.584,2.4726135E1,-1.1857977E0,-1.1821232E0,-1.1912022E0,
1507459517,2017-10-08 10:45:17.584,2.4635681E1,-1.1901493E0,-1.1843882E0,-1.1947422E0,
1507459577,2017-10-08 10:46:17.584,2.451471E1,-1.1710367E0,-1.1679974E0,-1.1766996E0,
1507459637,2017-10-08 10:47:17.584,2.4558899E1,-1.184473E0,-1.180233E0,-1.1910801E0,
1507459697,2017-10-08 10:48:17.584,2.4630402E1,-1.1740026E0,-1.171421E0,-1.1821718E0,
1507459757,2017-10-08 10:49:17.584,2.4391663E1,-1.1899204E0,-1.1827059E0,-1.1924057E0,
1507459817,2017-10-08 10:50:17.584,2.4503143E1,-1.1918554E0,-1.1886482E0,-1.1996422E0,
1507459877,2017-10-08 10:51:17.584,2.448526E1,-1.1884012E0,-1.1811647E0,-1.1892843E0,
1507459937,2017-10-08 10:52:17.584,2.4535767E1,-1.1966219E0,-1.1902504E0,-1.1996527E0,
1507459997,2017-10-08 10:53:17.584,2.4371674E1,-1.184061E0,-1.1793127E0,-1.1887608E0,
1507460057,2017-10-08 10:54:17.584,2.4480011E1,-1.195117E0,-1.1844625E0,-1.1981936E0,
1507460117,2017-10-08 10:55:17.584,2.4586243E1,-1.1846952E0,-1.1798029E0,-1.1889124E0,
1507460177,2017-10-08 10:56:17.584,2.4448456E1,-1.1784344E0,-1.1731215E0,-1.1849995E0,
1507460237,2017-10-08 10:57:17.584,2.4656708E1,-1.1861897E0,-1.1809425E0,-1.1845703E0,
1507460297,2017-10-08 10:58:17.607,2.4428467E1,-1.1768541E0,-1.1696472E0,-1.182169E0,
1507460357,2017-10-08 10:59:17.584,2.4588348E1,-1.1864176E0,-1.1836662E0,-1.1901112E0,
1507460417,2017-10-08 11:00:17.596,2.4447418E1,-1.1978006E0,-1.1901217E0,-1.1984386E0,
1507460477,2017-10-08 11:01:17.585,2.4415863E1,-1.1761808E0,-1.1719284E0,-1.1834602E0,
1507460537,2017-10-08 11:02:17.605,2.4473694E1,-1.186491E0,-1.1838398E0,-1.190052E0,
1507460597,2017-10-08 11:03:17.584,2.4527344E1,-1.179472E0,-1.1699972E0,-1.180131E0,
1507460657,2017-10-08 11:04:17.584,2.4503143E1,-1.1855469E0,-1.182291E0,-1.1933308E0,
1507460717,2017-10-08 11:05:17.584,2.4440033E1,-1.17418E0,-1.1725445E0,-1.1778364E0,
1507460777,2017-10-08 11:06:17.584,2.446109E1,-1.1709623E0,-1.1670666E0,-1.177557E0,
1507460837,2017-10-08 11:07:17.584,2.4593597E1,-1.1643581E0,-1.1660824E0,-1.169879E0,
1507460897,2017-10-08 11:08:17.584,2.4780823E1,-1.1755123E0,-1.1711483E0,-1.1789961E0,
1507460957,2017-10-08 11:09:17.584,2.4449493E1,-1.1867409E0,-1.183095E0,-1.189929E0,
1507461017,2017-10-08 11:10:17.584,2.4532593E1,-1.1757565E0,-1.1749563E0,-1.1822462E0,
1507461077,2017-10-08 11:11:17.584,2.4539948E1,-1.1752357E0,-1.1714954E0,-1.182291E0,
1507461137,2017-10-08 11:12:17.584,2.4387451E1,-1.1703787E0,-1.1648035E0,-1.1795444E0,
1507461197,2017-10-08 11:13:17.584,2.469458E1,-1.1773958E0,-1.1718693E0,-1.1814737E0,
1507461257,2017-10-08 11:14:17.584,2.4396912E1,-1.1784487E0,-1.1746502E0,-1.1863613E0,
1507461317,2017-10-08 11:15:17.584,2.4410583E1,-1.1682014E0,-1.1708908E0,-1.17519E0,
1507461377,2017-10-08 11:16:17.584,2.4534698E1,-1.1688204E0,-1.1660347E0,-1.179699E0,
1507461437,2017-10-08 11:17:17.584,2.43927E1,-1.1857433E0,-1.1797619E0,-1.1873255E0,
1507461497,2017-10-08 11:18:17.584,2.4517883E1,-1.1759281E0,-1.176197E0,-1.1834965E0,
1507461557,2017-10-08 11:19:17.585,2.4408478E1,-1.1733208E0,-1.1728001E0,-1.1802397E0,
1507461617,2017-10-08 11:20:17.596,2.458728E1,-1.1843195E0,-1.1821108E0,-1.1934881E0,
1507461677,2017-10-08 11:21:17.586,2.4580963E1,-1.1817446E0,-1.1696796E0,-1.1860094E0,
1507461737,2017-10-08 11:22:17.584,2.4343292E1,-1.1777592E0,-1.1762934E0,-1.1850739E0,
1507461797,2017-10-08 11:23:17.585,2.445581E1,-1.1764593E0,-1.1716852E0,-1.1817026E0,
1507461857,2017-10-08 11:24:17.585,2.460727E1,-1.1742563E0,-1.168705E0,-1.1811104E0,
1507461917,2017-10-08 11:25:17.584,2.4452667E1,-1.1714935E0,-1.1695118E0,-1.177846E0,
1507461977,2017-10-08 11:26:17.584,2.4489471E1,-1.1806402E0,-1.1770334E0,-1.1849804E0,
1507462037,2017-10-08 11:27:17.584,2.4525238E1,-1.1745806E0,-1.169384E0,-1.181468E0,
1507462097,2017-10-08 11:28:17.584,2.4413757E1,-1.182332E0,-1.1793814E0,-1.1894379E0,
1507462157,2017-10-08 11:29:17.584,2.4521027E1,-1.1880465E0,-1.1809998E0,-1.1944876E0,
1507462217,2017-10-08 11:30:17.584,2.4545227E1,-1.1882668E0,-1.1878195E0,-1.1958923E0,
1507462277,2017-10-08 11:31:17.584,2.4366425E1,-1.1779032E0,-1.1722641E0,-1.1796818E0,
1507462337,2017-10-08 11:32:17.584,2.4417969E1,-1.1817102E0,-1.1761417E0,-1.1862173E0,
1507462397,2017-10-08 11:33:17.584,2.4502106E1,-1.1818953E0,-1.1806297E0,-1.1878576E0,
1507462457,2017-10-08 11:34:17.584,2.4503143E1,-1.1854477E0,-1.182765E0,-1.1904984E0,
1507462517,2017-10-08 11:35:17.584,2.4476868E1,-1.1821394E0,-1.1759939E0,-1.1805458E0,
1507462577,2017-10-08 11:36:17.584,2.4403229E1,-1.1935444E0,-1.1910095E0,-1.2014275E0,
1507462637,2017-10-08 11:37:17.584,2.4274902E1,-1.1753788E0,-1.168683E0,-1.1775312E0,
1507462697,2017-10-08 11:38:17.584,2.4269653E1,-1.1833725E0,-1.1772995E0,-1.1870127E0,
1507462757,2017-10-08 11:39:17.584,2.4579926E1,-1.178379E0,-1.1734171E0,-1.1837521E0,
1507462817,2017-10-08 11:40:17.584,2.4384308E1,-1.17945E0,-1.1778259E0,-1.183114E0,
1507462877,2017-10-08 11:41:17.584,2.4522064E1,-1.1853838E0,-1.1840906E0,-1.1921606E0,
1507462937,2017-10-08 11:42:17.584,2.4323303E1,-1.1697187E0,-1.164855E0,-1.1743841E0,
1507462997,2017-10-08 11:43:17.584,2.4246521E1,-1.1772318E0,-1.1802349E0,-1.1836672E0,
1507463057,2017-10-08 11:44:17.584,2.4410583E1,-1.1834478E0,-1.1747189E0,-1.1887131E0,
